13,2,321.551,199.493,47.6266,90.7628,1,-1,-1,-1
13,3,457.757,172.606,34.309,74.0896,1,-1,-1,-1
14,1,510.734,235.147,46.3157,84.1123,1,-1,-1,-1
14,2,330.861,201.112,39.668,79.0018,1,-1,-1,-1
14,3,452.357,175.338,33.5304,75.9598,1,-1,-1,-1
15,1,503.488,236.414,40.6485,79.1802,1,-1,-1,-1
15,2,334.478,199.36,38.5078,76.6202,1,-1,-1,-1
15,3,445.167,173.857,33.3454,76.2908,1,-1,-1,-1
15,4,719.663,285.578,44.8327,123.886,1,-1,-1,-1
16,1,493.049,235.394,35.182,72.5387,1,-1,-1,-1
16,2,339.902,198.931,38.1628,76.7765,1,-1,-1,-1
16,3,436.634,170.108,34.7401,79.2941,1,-1,-1,-1
16,4,712.591,277.564,51.536,129.597,1,-1,-1,-1
17,1,483.918,235.552,40.8452,82.3466,1,-1,-1,-1
17,2,340.415,200.331,42.6122,86.0895,1,-1,-1,-1
17,3,429.879,168.89,37.8999,80.7149,1,-1,-1,-1
17,4,709.454,272.752,52.5538,129.545,1,-1,-1,-1
18,1,469.713,233.921,39.3817,78.7693,1,-1,-1,-1
18,2,345.097,185.58,46.8002,99.5434,1,-1,-1,-1
18,3,425.393,170.699,36.2941,72.8553,1,-1,-1,-1
18,4,704.164,271.679,48.2167,117.887,1,-1,-1,-1
19,1,458.49,235.657,39.4145,78.9643,1,-1,-1,-1
19,2,349.408,187.569,44.541,93.339,1,-1,-1,-1
19,4,700.061,274.986,47.4233,110.864,1,-1,-1,-1
20,1,450.077,232.932,40.2909,81.8483,1,-1,-1,-1
20,2,352.504,188.183,46.2349,87.4063,1,-1,-1,-1
20,4,693.238,273.498,43.3391,104.031,1,-1,-1,-1
21,1,439.799,232.087,38.8101,79.8044,1,-1,-1,-1
21,2,353.828,188.965,47.6555,88.6591,1,-1,-1,-1
21,4,684.874,264.839,44.2287,106.278,1,-1,-1,-1
21,5,727.208,268.004,37.8931,103.72,1,-1,-1,-1
22,1,427.951,229.043,43.221,88.5539,1,-1,-1,-1
22,2,358.801,190.057,46.1057,82.4241,1,-1,-1,-1
22,4,676.96,265.862,42.8831,105.502,1,-1,-1,-1
22,5,725.986,267.329,36.8826,101.174,1,-1,-1,-1
23,1,421.739,228.384,38.8429,83.7699,1,-1,-1,-1
23,2,363.021,192.176,40.7561,79.5122,1,-1,-1,-1
23,4,670.937,266.771,42.7003,104.721,1,-1,-1,-1
23,5,718.452,268.886,37.95,100.699,1,-1,-1,-1
24,1,409.559,202.584,47.3507,110.222,1,-1,-1,-1
24,2,363.908,191.687,36.6773,76.1004,1,-1,-1,-1
24,4,664.845,263.821,45.5505,107.881,1,-1,-1,-1
25,1,401.543,185.068,51.1402,129.195,1,-1,-1,-1
25,4,657.307,259.335,44.4994,107.877,1,-1,-1,-1
26,1,400.503,177.412,45.7195,126.682,1,-1,-1,-1
26,4,650.988,255.577,44.1062,108.186,1,-1,-1,-1
26,6,689.707,262.463,39.6093,102.38,1,-1,-1,-1
27,1,399.73,171.963,42.2018,124.836,1,-1,-1,-1
27,4,648.616,257.361,41.5697,102.785,1,-1,-1,-1
27,6,688.804,258.638,38.2097,101.444,1,-1,-1,-1
27,7,373.428,181.134,34.5346,94.4366,1,-1,-1,-1
28,1,395.075,167.09,44.5305,135.12,1,-1,-1,-1
28,4,643.991,258.195,39.1356,96.7815,1,-1,-1,-1
28,7,369.231,179.021,35.1115,95.0149,1,-1,-1,-1
29,1,396.44,169.929,46.803,134.297,1,-1,-1,-1
29,4,634.902,252.059,45.2052,106.28,1,-1,-1,-1
29,7,372.922,172.945,35.6328,97.6118,1,-1,-1,-1
30,4,627.289,250.519,43.1668,103.04,1,-1,-1,-1
30,7,374.36,171.229,35.9275,99.2996,1,-1,-1,-1
31,4,622.863,251.057,41.7074,100.428,1,-1,-1,-1
31,6,664.565,247.415,38.0737,98.4337,1,-1,-1,-1
31,7,374.492,172.948,35.5481,99.6023,1,-1,-1,-1
32,4,619.111,251.786,38.087,94.8974,1,-1,-1,-1
32,6,661.649,251.928,35.6793,92.7694,1,-1,-1,-1
32,7,375.2,174.366,34.2229,98.9797,1,-1,-1,-1
33,1,395.838,181.013,42.4623,112.757,1,-1,-1,-1
33,4,612.49,248.53,41.6126,104.724,1,-1,-1,-1
33,6,651.94,251.898,40.3468,92.8656,1,-1,-1,-1
33,7,376.442,172.811,34.1889,103.408,1,-1,-1,-1
34,4,610.279,246.391,40.2127,97.615,1,-1,-1,-1
34,6,641.871,252.789,35.4183,85.4034,1,-1,-1,-1
34,7,376.65,171.738,34.3714,97.4858,1,-1,-1,-1
35,4,605.788,240.357,43.2742,101.663,1,-1,-1,-1
35,6,634.684,247.722,37.7756,86.6248,1,-1,-1,-1
35,7,376.189,177.169,33.2977,90.9327,1,-1,-1,-1
36,4,599.88,236.899,40.8206,97.4944,1,-1,-1,-1
36,6,626.842,249.056,38.2048,89.1582,1,-1,-1,-1
36,7,378.247,168.48,37.9283,104.894,1,-1,-1,-1
37,4,594.943,237.602,40.5493,94.4615,1,-1,-1,-1
37,6,623.695,243.815,38.9164,93.2641,1,-1,-1,-1
37,7,378.421,174.432,35.7421,98.6067,1,-1,-1,-1
38,4,586.376,235.599,40.8282,97.0351,1,-1,-1,-1
38,6,618.894,241.368,37.6591,91.0719,1,-1,-1,-1
38,7,377.32,179.711,32.2214,86.5447,1,-1,-1,-1
39,1,412.196,178.686,41.9762,98.9645,1,-1,-1,-1
39,4,580.975,234.896,40.7645,96.4706,1,-1,-1,-1
39,6,613.645,234.787,40.9733,92.071,1,-1,-1,-1
39,7,375.454,183.073,31.8437,83.9045,1,-1,-1,-1
40,1,411.12,181.249,43.3148,94.3083,1,-1,-1,-1
40,4,573.019,234.899,38.9671,93.2374,1,-1,-1,-1
40,6,611.976,236.913,38.05,89.5101,1,-1,-1,-1
40,7,369.146,181.121,33.6517,81.4256,1,-1,-1,-1
41,1,422.724,182.479,40.2275,87.1474,1,-1,-1,-1
41,4,566.429,234.638,38.7846,92.0848,1,-1,-1,-1
41,7,372.078,179.012,33.4899,82.6867,1,-1,-1,-1
